domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
www.stern.de,0.06515873015873015,0.1823419132240752,0.06822916666666666,0.12210418858651152,16.0
www.zeit.de,-0.055,0.14952618769995044,0.0,0.0,12.0
www.welt.de,0.04292207792207792,0.24309486709801198,0.0303030303030303,0.10050378152592121,11.0
www.focus.de,0.05607864357864358,0.29934828683512293,0.02056277056277056,0.04764609621402575,11.0
www.bild.de,0.03173721340388006,0.1379583934980135,0.0,0.0,9.0
www.morgenpost.de,0.065,0.21039975179537534,0.06018518518518518,0.07543597563333483,9.0
www.sueddeutsche.de,0.07685185185185184,0.2894132527445789,0.06018518518518518,0.12344714468493873,9.0
www.n-tv.de,0.02916666666666666,0.34477390797310575,0.05,0.14142135623730953,8.0
www.tagesschau.de,0.029146825396825393,0.3210692141691974,0.013888888888888888,0.039283710065919304,8.0
www.spiegel.de,0.01418367346938775,0.16633549053302712,0.023809523809523808,0.06299407883487121,7.0
www.faz.net,-0.005416666666666675,0.1567674764313908,0.16527777777777777,0.16093620774382303,6.0
orf.at,-0.08366666666666665,0.17857615866751206,0.03333333333333333,0.07453559924999298,5.0
taz.de,-0.016222222222222214,0.3277604515194701,0.0,0.0,5.0
www.handelsblatt.com,0.20433333333333334,0.1958159566758769,0.0,0.0,5.0
www.freitag.de,-0.13656249999999998,0.19930445460400525,0.065625,0.09430391914796897,4.0
www.wiwo.de,0.026041666666666664,0.14776008927136405,0.10119047619047619,0.08103403911373863,4.0
www.tagesspiegel.de,-0.1548809523809524,0.14114068020941845,0.12142857142857143,0.14451419909993826,4.0
www.heise.de,0.33249999999999996,0.18477463750922812,0.1375,0.16007810593582122,4.0
www.diepresse.com,0.20059523809523808,0.5381246480233735,0.0,0.0,4.0
www.dw.com,-0.2791666666666667,0.14912941806811067,0.05555555555555555,0.09622504486493763,3.0
www.computerbild.de,0.18611111111111112,0.08179128813519698,0.0,0.0,3.0
www.brigitte.de,0.125,0.3031088913245535,0.041666666666666664,0.07216878364870323,3.0
www.der-postillon.com,-0.09583333333333334,0.4655119642811437,0.0,0.0,2.0
www.kicker.de,0.0875,0.12374368670764581,0.2986111111111111,0.1080302026812781,2.0
de.rt.com,-0.175,0.0,0.0,0.0,2.0
www.nzz.ch,0.08333333333333333,0.11785113019775792,0.16666666666666666,0.0,2.0
vorarlberg.orf.at,0.30333333333333334,0.19327585352432305,0.05,0.07071067811865477,2.0
www.t-online.de,0.0,1.0,0.0,1.0,1.0
praxistipps.chip.de,0.0,1.0,0.0,1.0,1.0
www.giga.de,0.0,1.0,0.0,1.0,1.0
steiermark.orf.at,0.0,1.0,0.0,1.0,1.0
burgenland.orf.at,0.0,1.0,0.0,1.0,1.0
www.chip.de,0.0,1.0,0.0,1.0,1.0
web.de,0.0,1.0,0.0,1.0,1.0
weather.com,0.0,1.0,0.0,1.0,1.0
bildblog.de,0.0,1.0,0.0,1.0,1.0
